km_driven,days_since_last_service,vehicle_type,service_type,next_service_due_days
16037,2,car,repair,6
2885,39,car,repair,66
8060,50,bike,wash,46
17331,31,bike,full_service,47
8844,47,car,repair,56
23495,70,bike,repair,62
14450,147,car,repair,24
10491,88,bike,full_service,60
19722,108,bike,wash,71
10268,34,bike,wash,63
21142,107,bike,repair,52
28757,39,car,wash,39
22194,51,car,full_service,12
10139,111,car,wash,80
7791,38,bike,repair,36
8171,67,bike,repair,49
29314,75,car,wash,89
20115,64,car,repair,71
29583,61,car,full_service,31
18253,1,bike,full_service,7
22550,133,car,full_service,61
1093,121,car,full_service,69
3987,74,car,repair,24
13847,39,car,repair,75
10967,88,car,wash,45
17218,27,car,repair,5
11452,79,car,wash,78
9627,62,car,repair,80
5947,139,car,wash,8
7651,40,bike,wash,75
24363,28,car,full_service,14
24178,22,car,wash,33
29876,79,car,wash,19
23908,50,bike,wash,23
4144,111,bike,wash,62
20971,104,car,wash,57
17460,44,bike,full_service,50
26391,89,bike,wash,22
9959,149,car,wash,7
23937,137,bike,wash,74
29261,134,bike,repair,26
9297,88,car,repair,59
29492,14,car,full_service,68
7694,76,bike,wash,45
16835,105,car,wash,89
20257,89,car,repair,12
4346,86,car,wash,69
24408,60,bike,full_service,7
20532,107,car,wash,33
12340,60,bike,full_service,74
27041,50,bike,repair,22
28163,11,car,full_service,62
1244,76,bike,full_service,5
3625,111,car,full_service,26
4849,65,car,full_service,27
10597,114,car,full_service,12
26557,29,car,full_service,33
8737,104,car,full_service,48
15024,30,bike,full_service,66
13000,12,bike,full_service,23
9333,127,car,repair,63
18276,100,bike,full_service,84
22871,66,bike,full_service,23
24635,79,bike,wash,26
8310,102,bike,wash,87
3399,18,car,wash,72
5640,142,car,full_service,9
20344,31,car,repair,9
11391,148,bike,repair,29
24709,64,bike,wash,28
18853,26,car,wash,5
11892,46,car,full_service,32
12197,11,bike,repair,51
14050,84,car,repair,89
4374,65,bike,wash,64
13911,132,car,repair,23
9847,136,car,wash,18
15785,147,bike,wash,74
11960,109,car,full_service,12
14535,81,car,wash,41
9234,124,car,full_service,76
11503,62,car,repair,14
25307,71,car,repair,71
6122,97,car,wash,17
10852,72,bike,wash,43
6387,70,bike,full_service,68
8631,29,bike,full_service,34
8226,124,bike,repair,8
6108,15,bike,repair,49
19608,132,car,wash,10
3110,46,car,wash,20
1957,100,bike,full_service,26
8146,106,car,wash,25
1560,125,car,full_service,69
26906,21,car,repair,34
24797,82,car,repair,28
2312,59,car,wash,68
19205,57,bike,full_service,17
28578,2,bike,wash,30
12595,44,car,wash,24
23030,49,bike,full_service,65
22329,1,bike,wash,10
6374,14,bike,full_service,47
3651,142,bike,full_service,53
11006,95,car,wash,13
10933,84,bike,full_service,41
22085,110,car,repair,20
29384,22,bike,repair,8
17172,98,bike,repair,36
3877,36,car,repair,88
22966,106,car,wash,21
28846,40,bike,repair,45
22774,56,bike,repair,49
5083,96,car,repair,20
1745,24,bike,repair,24
9749,109,car,wash,46
28877,36,car,repair,14
18325,39,car,full_service,56
21407,84,bike,full_service,64
19680,45,car,wash,52
18323,101,car,wash,27
18994,97,bike,wash,37
23684,18,car,repair,81
2725,90,bike,wash,29
26560,136,bike,repair,54
27163,68,car,wash,74
13213,4,bike,full_service,83
10528,146,bike,full_service,59
15162,47,bike,repair,72
28713,111,car,wash,82
9853,143,car,full_service,8
8187,17,car,repair,32
1032,148,bike,full_service,33
15893,30,car,wash,86
15408,128,car,repair,88
23369,130,bike,full_service,52
16160,24,car,wash,76
4414,7,bike,repair,17
18540,61,car,full_service,47
20510,134,bike,full_service,13
25636,6,bike,repair,44
13120,135,bike,wash,50
2543,18,bike,repair,62
1271,144,car,full_service,60
6295,138,bike,full_service,16
21460,110,bike,full_service,29
15963,10,bike,wash,20
12580,40,bike,full_service,55
23286,113,bike,full_service,84
28328,91,bike,repair,76
20093,74,car,full_service,57
26730,66,bike,repair,56
22605,4,car,full_service,71
13597,115,bike,repair,28
13045,149,bike,repair,18
14603,117,car,repair,26
10937,10,bike,repair,35
15830,43,bike,wash,89
29008,76,car,full_service,62
25913,117,car,wash,73
7722,115,car,full_service,23
9201,66,car,repair,57
5144,12,bike,full_service,89
6606,91,car,repair,6
7766,10,car,full_service,57
18114,138,car,repair,71
16928,84,bike,full_service,51
22274,84,car,full_service,57
2648,134,bike,full_service,61
21612,16,bike,repair,29
29230,47,bike,full_service,39
3130,141,bike,repair,33
15392,96,car,wash,80
11588,74,car,full_service,21
5366,136,bike,repair,84
2506,76,car,repair,53
19542,127,car,repair,60
20300,36,car,wash,77
16222,29,car,repair,7
13363,46,bike,wash,26
20613,134,car,wash,18
12795,141,car,repair,7
10858,47,bike,full_service,42
13616,133,car,wash,25
23649,33,car,repair,55
5136,100,car,wash,28
14478,45,bike,repair,49
12161,69,car,repair,73
3689,135,car,wash,48
24574,23,bike,repair,51
27902,66,car,wash,61
3810,3,bike,repair,23
28092,0,bike,full_service,38
12663,33,bike,full_service,7
7152,108,car,wash,43
1012,8,car,wash,79
12162,62,car,wash,64
23322,9,car,wash,14
8999,137,car,full_service,44
8219,43,bike,wash,6
6328,117,bike,repair,49
4621,5,bike,repair,31
21067,120,bike,wash,57
25256,94,car,repair,13
12665,110,bike,wash,5
22694,104,bike,repair,37
12314,63,car,repair,42
29040,139,bike,wash,61
1652,70,car,wash,37
23183,103,car,full_service,52
17182,88,car,wash,7
9812,5,bike,full_service,36
4790,109,bike,wash,81
16659,111,bike,repair,25
2645,149,bike,full_service,72
11435,126,bike,repair,21
21896,135,bike,wash,46
22143,62,car,wash,72
29067,140,car,wash,88
23258,145,bike,wash,16
29287,17,bike,full_service,49
4688,76,car,full_service,40
8689,141,car,wash,84
2379,138,car,repair,55
5243,102,bike,full_service,11
11237,116,bike,repair,37
28624,16,bike,wash,52
26964,13,car,full_service,70
23891,56,bike,full_service,37
17330,92,bike,full_service,82
25203,133,bike,repair,88
25977,113,bike,wash,31
20037,131,bike,wash,51
6611,138,bike,full_service,89
23511,108,car,full_service,70
13516,118,bike,wash,47
14886,91,car,repair,84
21307,10,car,full_service,23
25843,98,car,repair,72
14716,7,bike,repair,14
6912,113,bike,wash,26
22514,148,bike,wash,80
22823,64,bike,repair,70
25264,92,car,repair,6
29797,103,bike,wash,22
7449,98,car,full_service,84
2725,83,bike,repair,23
16870,72,bike,full_service,34
10304,144,car,repair,10
8522,58,car,wash,31
28251,30,car,full_service,19
14663,63,bike,wash,35
5784,47,car,repair,48
10472,22,car,wash,80
18616,54,car,full_service,14
29952,6,bike,wash,25
11055,111,car,full_service,51
13676,105,car,wash,59
26192,97,bike,wash,40
25722,11,car,full_service,78
8446,59,car,full_service,62
22000,51,car,full_service,23
5725,139,bike,repair,68
21061,140,car,wash,14
15769,71,car,full_service,53
23671,124,car,repair,58
25864,59,car,repair,65
2409,30,car,full_service,63
9205,76,car,full_service,6
17365,75,car,full_service,79
1256,60,bike,repair,12
19105,1,bike,repair,23
16704,120,bike,wash,84
18807,58,car,repair,72
22337,39,bike,full_service,18
3990,31,car,wash,26
2195,37,car,wash,21
21943,91,car,wash,67
21749,87,bike,wash,30
2244,140,bike,full_service,40
12415,84,car,wash,49
7766,75,car,full_service,34
22686,127,bike,repair,25
12662,12,bike,full_service,24
17210,38,bike,wash,46
29743,22,bike,repair,60
29545,109,bike,repair,16
18690,106,bike,repair,12
11313,91,bike,wash,67
3402,141,car,full_service,60
17880,144,car,full_service,11
20783,23,bike,wash,66
14275,33,bike,wash,65
29182,111,car,repair,14
15915,137,bike,full_service,54
1909,117,car,wash,24
16806,148,car,wash,32
1372,6,bike,full_service,18
23620,89,car,repair,80
2344,12,bike,repair,12
9515,79,bike,repair,11
3431,29,car,full_service,9
22054,132,car,wash,5
20168,15,car,wash,77
11585,149,bike,wash,86
29496,39,bike,wash,14
16462,36,bike,full_service,62
26791,77,bike,repair,69
2695,15,bike,repair,64
2907,42,bike,repair,24
22198,62,bike,repair,62
18164,14,car,wash,47
2019,136,bike,wash,33
12457,64,car,full_service,6
2403,43,car,repair,30
18810,19,bike,wash,79
9855,118,car,wash,63
6868,111,car,wash,5
11839,122,car,repair,35
1010,79,bike,wash,42
7330,99,car,repair,26
16061,5,bike,repair,70
10230,82,bike,full_service,51
20209,30,bike,full_service,5
8464,65,car,repair,54
15746,17,car,repair,40
4003,27,bike,repair,49
26651,67,bike,wash,40
8195,113,bike,wash,38
24104,57,car,wash,13
20472,128,car,full_service,80
14662,38,car,repair,88
14739,105,car,wash,8
16588,0,car,wash,83
2789,74,car,full_service,67
20420,87,car,full_service,8
24761,141,bike,repair,9
8598,149,car,repair,14
5838,59,bike,wash,48
6872,129,car,wash,44
21037,109,bike,wash,40
12367,18,car,wash,39
5299,61,car,wash,63
26652,70,car,full_service,69
18357,110,bike,repair,86
8083,132,car,full_service,35
6494,71,car,repair,50
27441,77,bike,repair,53
12317,99,car,repair,10
26875,70,car,full_service,74
20790,6,bike,wash,23
22534,49,car,repair,46
26734,45,bike,repair,34
4129,71,bike,full_service,30
1104,75,bike,full_service,7
8433,73,car,wash,37
8689,141,car,wash,54
4567,72,bike,repair,35
21732,101,bike,full_service,88
21774,93,car,wash,72
24195,68,car,wash,86
18565,64,car,wash,14
5644,61,bike,full_service,26
15966,19,car,full_service,67
12330,43,bike,full_service,58
23257,61,bike,full_service,55
5394,106,car,full_service,85
4534,124,car,repair,8
23228,44,bike,repair,41
23323,10,bike,full_service,75
13388,87,car,repair,67
12319,45,bike,full_service,55
7475,111,car,repair,12
19158,80,car,repair,5
15728,31,bike,wash,12
13006,97,bike,full_service,87
25667,4,car,repair,85
17150,28,bike,repair,59
1446,47,bike,wash,13
1108,15,car,repair,55
29988,71,bike,wash,20
4239,28,car,repair,57
6931,45,bike,wash,63
5053,22,car,wash,49
14746,93,bike,full_service,41
21921,113,bike,full_service,70
23745,33,bike,repair,68
2245,116,bike,full_service,40
20104,28,bike,full_service,80
14839,8,bike,full_service,54
25853,38,bike,repair,57
28632,134,bike,repair,61
13856,109,car,full_service,23
25125,68,bike,full_service,30
6105,135,bike,repair,72
3922,95,bike,full_service,47
3513,118,bike,wash,62
26414,117,bike,repair,81
3801,17,car,repair,63
14895,101,car,wash,50
7981,109,bike,full_service,72
9221,81,bike,wash,44
23886,104,bike,full_service,17
7038,15,bike,full_service,13
23613,20,car,repair,70
26833,137,bike,repair,57
16082,105,car,full_service,80
15648,131,bike,wash,85
1364,43,car,repair,8
2800,122,car,full_service,18
15110,135,car,repair,89
6958,110,bike,repair,12
10096,116,bike,repair,66
8436,125,bike,wash,49
22177,18,bike,wash,71
27754,63,bike,full_service,66
28426,39,car,wash,82
25544,50,car,full_service,87
28412,136,car,full_service,74
13638,55,bike,repair,40
1179,80,car,repair,88
4873,142,bike,wash,5
21344,69,car,full_service,64
18570,127,bike,full_service,78
29535,125,car,repair,17
16455,60,bike,repair,16
18157,79,car,repair,79
13797,120,car,wash,21
5460,100,car,full_service,51
16316,76,bike,full_service,57
1352,144,car,full_service,71
24327,125,car,repair,14
22586,21,car,wash,50
6344,82,bike,wash,87
5507,140,car,repair,8
5830,77,bike,wash,61
12220,94,car,wash,42
1117,108,car,full_service,16
17865,109,bike,repair,35
5287,51,bike,repair,6
28213,102,car,repair,5
24186,100,bike,repair,85
25682,141,bike,full_service,29
5477,62,bike,wash,9
7533,27,car,wash,52
17627,45,car,full_service,18
28208,27,car,wash,56
24396,1,bike,repair,78
13755,126,bike,full_service,25
1865,16,bike,full_service,29
12173,58,bike,repair,71
27137,131,car,repair,86
6329,76,bike,repair,54
1603,130,car,wash,37
6756,114,bike,repair,21
12254,96,car,full_service,74
5018,104,car,wash,38
6192,23,bike,wash,30
3015,34,bike,full_service,46
10850,1,bike,wash,35
4380,32,car,repair,55
29343,75,bike,repair,40
4770,85,car,repair,17
6829,137,bike,repair,89
2613,80,car,wash,84
14147,61,bike,full_service,17
16545,42,car,wash,36
19263,120,car,full_service,9
6372,58,car,full_service,16
21492,8,bike,repair,63
11538,76,car,wash,45
26675,62,bike,repair,41
26650,51,car,wash,72
26362,22,bike,wash,52
1148,29,bike,repair,47
2754,20,car,wash,45
27745,42,car,repair,60
8378,134,bike,full_service,73
14591,15,car,repair,15
24065,22,bike,wash,13
21140,86,bike,wash,32
10371,30,bike,full_service,26
28885,120,bike,full_service,79
27999,68,bike,full_service,89
29753,133,bike,repair,10
13779,114,bike,repair,30
26500,58,bike,wash,20
22776,145,bike,full_service,18
10795,76,car,full_service,39
20436,137,bike,repair,46
6692,6,bike,wash,57
5218,36,bike,full_service,26
5803,85,car,repair,57
19761,15,car,repair,70
12672,115,car,full_service,17
22470,117,car,full_service,15
4182,13,car,wash,16
12009,138,car,full_service,57
15328,86,bike,repair,13
20544,103,car,full_service,75
23960,140,car,full_service,21
26287,43,car,wash,65
3586,27,car,repair,14
3648,15,car,full_service,42
8313,49,bike,repair,43
19101,114,bike,wash,34
13544,67,car,repair,38
22692,91,bike,full_service,37
8407,120,car,full_service,36
18254,139,bike,wash,16
16234,15,bike,wash,69
20958,52,car,wash,88
23211,48,car,repair,14
16012,61,car,repair,23
25370,83,bike,repair,27
25846,55,bike,repair,89
10735,119,car,wash,61
26125,89,car,repair,63
14425,149,bike,repair,58
16698,119,car,repair,78
29590,72,bike,repair,6
16321,68,bike,wash,52
13646,97,car,wash,10
23153,1,bike,full_service,47
23117,52,bike,full_service,21
27288,118,bike,repair,83
20624,6,bike,repair,40
26938,147,car,wash,28
5893,74,bike,full_service,65
10476,94,car,repair,33
18270,2,bike,full_service,82
23238,78,car,full_service,62
22702,16,bike,full_service,70
19642,111,bike,wash,57
5382,51,car,repair,74
2785,6,bike,repair,13
14030,111,car,wash,80
12735,132,bike,wash,46
25111,53,car,wash,43
17679,60,car,full_service,73
11245,108,bike,full_service,44
3597,15,bike,repair,63
18064,46,bike,repair,48
22274,47,bike,full_service,69
21682,120,bike,full_service,78
1324,63,bike,wash,15
16160,49,bike,full_service,88
25336,40,bike,repair,9
27867,21,bike,repair,81
13614,114,car,wash,78
1986,4,car,wash,53
20502,144,car,repair,55
1760,100,bike,full_service,40
25142,77,car,full_service,20
12885,40,bike,repair,11
10228,91,bike,full_service,48
18290,21,bike,full_service,30
6499,52,bike,repair,40
1364,92,car,repair,57
25153,9,car,wash,48
20797,145,car,repair,16
9027,48,bike,wash,72
14532,70,bike,wash,27
15408,18,car,full_service,34
17105,54,bike,repair,67
8939,20,car,full_service,7
14936,25,car,repair,84
10261,27,car,repair,38
16863,39,bike,full_service,53
13561,28,car,wash,48
11447,19,bike,repair,45
15172,19,car,wash,52
12878,73,bike,full_service,75
13411,139,bike,full_service,12
20465,119,car,repair,11
6448,96,bike,full_service,41
20642,119,bike,repair,59
3107,24,bike,repair,75
8928,3,car,repair,54
16234,3,bike,repair,86
20317,136,car,repair,25
17310,142,car,full_service,38
20213,25,bike,repair,53
26017,78,car,wash,31
14528,89,car,repair,12
22390,70,car,repair,38
14313,75,car,repair,22
2559,98,car,full_service,55
19125,126,bike,wash,16
16167,31,bike,wash,55
16343,8,car,wash,67
6830,77,car,full_service,44
8523,12,bike,full_service,26
18009,123,bike,repair,12
29439,95,bike,full_service,32
19074,82,car,wash,54
16524,143,car,wash,51
14285,139,bike,full_service,60
11973,17,car,full_service,36
25666,140,bike,wash,15
23694,92,bike,wash,25
4006,23,car,wash,30
5302,101,bike,wash,18
18472,139,bike,wash,83
23391,59,bike,full_service,18
5611,59,bike,full_service,80
10372,99,bike,repair,7
25312,0,car,repair,61
15080,42,bike,repair,11
16082,54,car,full_service,43
15641,33,car,repair,61
11093,33,bike,repair,69
21874,109,bike,full_service,29
9378,83,bike,wash,35
2597,89,car,full_service,14
12600,78,car,full_service,86
4747,70,car,wash,81
14879,70,bike,repair,76
20054,113,bike,full_service,13
14017,28,bike,full_service,83
25815,142,bike,wash,12
19964,96,bike,full_service,23
29812,52,car,repair,34
8432,144,car,wash,13
25714,63,car,full_service,87
19890,60,bike,repair,51
29741,107,bike,repair,50
5725,36,car,full_service,5
11437,134,bike,repair,7
21684,7,car,wash,38
27325,77,bike,repair,29
26143,67,bike,wash,34
14269,20,bike,wash,5
14092,93,bike,wash,22
8002,74,car,full_service,37
26457,141,bike,repair,13
7131,77,car,full_service,11
14261,65,car,full_service,34
26215,145,car,wash,81
29537,53,car,full_service,85
13612,99,car,repair,17
5537,20,bike,full_service,17
14091,52,car,full_service,46
3335,82,car,wash,78
5321,143,car,wash,82
14254,3,car,full_service,67
20369,54,car,wash,73
1559,14,bike,full_service,40
1713,63,car,repair,39
5593,111,bike,repair,50
16184,143,car,wash,49
16261,117,bike,repair,60
21372,19,bike,repair,9
23587,63,bike,full_service,48
1256,32,bike,wash,32
26152,80,bike,repair,46
15574,125,bike,wash,35
1037,68,bike,wash,11
11264,93,car,wash,11
13697,67,bike,repair,8
9652,86,car,wash,36
16930,20,car,wash,32
27016,62,car,full_service,60
2832,84,bike,full_service,8
16517,133,car,full_service,12
24984,23,bike,full_service,18
6167,110,bike,wash,34
28975,94,bike,full_service,7
1432,82,car,full_service,6
5151,101,car,repair,14
15912,77,bike,full_service,74
7411,123,bike,full_service,75
19135,139,bike,repair,20
27623,119,bike,wash,74
22381,14,car,wash,84
23104,82,car,repair,80
25000,5,car,repair,83
28416,66,car,wash,26
1256,121,car,full_service,39
1671,148,bike,repair,83
1489,83,bike,repair,53
7889,110,car,repair,6
12906,144,bike,wash,70
19480,135,car,wash,23
19066,63,bike,wash,73
13603,125,bike,wash,8
3460,27,bike,wash,86
5529,97,car,full_service,45
22505,140,car,full_service,60
29488,12,car,wash,59
2975,85,bike,wash,35
4216,20,bike,wash,26
15267,62,bike,repair,79
10581,110,bike,repair,52
5515,75,bike,wash,84
23076,72,car,wash,8
13048,6,car,repair,25
10776,71,bike,repair,45
22323,128,car,repair,49
22947,130,bike,repair,88
3963,103,bike,repair,12
21913,27,car,wash,13
7786,42,bike,wash,22
14866,96,car,repair,35
7200,45,car,wash,39
18360,0,car,repair,34
8345,101,bike,repair,22
28940,34,car,repair,87
1045,53,bike,wash,45
2193,23,bike,wash,28
28918,21,bike,wash,52
5512,15,bike,wash,18
22327,12,bike,full_service,23
23666,99,bike,repair,64
17630,99,bike,repair,26
20603,61,bike,wash,34
29901,86,car,wash,19
9983,77,car,full_service,25
1636,66,bike,repair,30
4775,90,bike,repair,16
3421,32,car,wash,11
14025,114,car,wash,79
10280,18,car,full_service,88
5183,123,car,repair,39
12351,142,car,full_service,72
18096,119,car,repair,6
23229,96,bike,wash,24
6323,23,car,full_service,51
23416,26,car,wash,88
13888,74,car,repair,16
4644,22,car,repair,57
